projectname,classification,commenttext
SpringFramework,WITHOUT_CLASSIFICATION,//  nop = 0 (0x0)   aconst_null = 1 (0x1)   iconst_m1 = 2 (0x2)   iconst_0 = 3 (0x3)   iconst_1 = 4 (0x4)   iconst_2 = 5 (0x5)   iconst_3 = 6 (0x6)   iconst_4 = 7 (0x7)   iconst_5 = 8 (0x8)   lconst_0 = 9 (0x9)   lconst_1 = 10 (0xa)   fconst_0 = 11 (0xb)   fconst_1 = 12 (0xc)   fconst_2 = 13 (0xd)   dconst_0 = 14 (0xe)   dconst_1 = 15 (0xf)   bipush = 16 (0x10)   sipush = 17 (0x11)   ldc = 18 (0x12)   ldc_w = 19 (0x13)   ldc2_w = 20 (0x14)   iload = 21 (0x15)   lload = 22 (0x16)   fload = 23 (0x17)   dload = 24 (0x18)   aload = 25 (0x19)   iload_0 = 26 (0x1a)   iload_1 = 27 (0x1b)   iload_2 = 28 (0x1c)   iload_3 = 29 (0x1d)   lload_0 = 30 (0x1e)   lload_1 = 31 (0x1f)   lload_2 = 32 (0x20)   lload_3 = 33 (0x21)   fload_0 = 34 (0x22)   fload_1 = 35 (0x23)   fload_2 = 36 (0x24)   fload_3 = 37 (0x25)   dload_0 = 38 (0x26)   dload_1 = 39 (0x27)   dload_2 = 40 (0x28)   dload_3 = 41 (0x29)   aload_0 = 42 (0x2a)   aload_1 = 43 (0x2b)   aload_2 = 44 (0x2c)   aload_3 = 45 (0x2d)   iaload = 46 (0x2e)   laload = 47 (0x2f)   faload = 48 (0x30)   daload = 49 (0x31)   aaload = 50 (0x32)   baload = 51 (0x33)   caload = 52 (0x34)   saload = 53 (0x35)   istore = 54 (0x36)   lstore = 55 (0x37)   fstore = 56 (0x38)   dstore = 57 (0x39)   astore = 58 (0x3a)   istore_0 = 59 (0x3b)   istore_1 = 60 (0x3c)   istore_2 = 61 (0x3d)   istore_3 = 62 (0x3e)   lstore_0 = 63 (0x3f)   lstore_1 = 64 (0x40)   lstore_2 = 65 (0x41)   lstore_3 = 66 (0x42)   fstore_0 = 67 (0x43)   fstore_1 = 68 (0x44)   fstore_2 = 69 (0x45)   fstore_3 = 70 (0x46)   dstore_0 = 71 (0x47)   dstore_1 = 72 (0x48)   dstore_2 = 73 (0x49)   dstore_3 = 74 (0x4a)   astore_0 = 75 (0x4b)   astore_1 = 76 (0x4c)   astore_2 = 77 (0x4d)   astore_3 = 78 (0x4e)   iastore = 79 (0x4f)   lastore = 80 (0x50)   fastore = 81 (0x51)   dastore = 82 (0x52)   aastore = 83 (0x53)   bastore = 84 (0x54)   castore = 85 (0x55)   sastore = 86 (0x56)   pop = 87 (0x57)   pop2 = 88 (0x58)   dup = 89 (0x59)   dup_x1 = 90 (0x5a)   dup_x2 = 91 (0x5b)   dup2 = 92 (0x5c)   dup2_x1 = 93 (0x5d)   dup2_x2 = 94 (0x5e)   swap = 95 (0x5f)   iadd = 96 (0x60)   ladd = 97 (0x61)   fadd = 98 (0x62)   dadd = 99 (0x63)   isub = 100 (0x64)   lsub = 101 (0x65)   fsub = 102 (0x66)   dsub = 103 (0x67)   imul = 104 (0x68)   lmul = 105 (0x69)   fmul = 106 (0x6a)   dmul = 107 (0x6b)   idiv = 108 (0x6c)   ldiv = 109 (0x6d)   fdiv = 110 (0x6e)   ddiv = 111 (0x6f)   irem = 112 (0x70)   lrem = 113 (0x71)   frem = 114 (0x72)   drem = 115 (0x73)   ineg = 116 (0x74)   lneg = 117 (0x75)   fneg = 118 (0x76)   dneg = 119 (0x77)   ishl = 120 (0x78)   lshl = 121 (0x79)   ishr = 122 (0x7a)   lshr = 123 (0x7b)   iushr = 124 (0x7c)   lushr = 125 (0x7d)   iand = 126 (0x7e)   land = 127 (0x7f)   ior = 128 (0x80)   lor = 129 (0x81)   ixor = 130 (0x82)   lxor = 131 (0x83)   iinc = 132 (0x84)   i2l = 133 (0x85)   i2f = 134 (0x86)   i2d = 135 (0x87)   l2i = 136 (0x88)   l2f = 137 (0x89)   l2d = 138 (0x8a)   f2i = 139 (0x8b)   f2l = 140 (0x8c)   f2d = 141 (0x8d)   d2i = 142 (0x8e)   d2l = 143 (0x8f)   d2f = 144 (0x90)   i2b = 145 (0x91)   i2c = 146 (0x92)   i2s = 147 (0x93)   lcmp = 148 (0x94)   fcmpl = 149 (0x95)   fcmpg = 150 (0x96)   dcmpl = 151 (0x97)   dcmpg = 152 (0x98)   ifeq = 153 (0x99)   ifne = 154 (0x9a)   iflt = 155 (0x9b)   ifge = 156 (0x9c)   ifgt = 157 (0x9d)   ifle = 158 (0x9e)   if_icmpeq = 159 (0x9f)   if_icmpne = 160 (0xa0)   if_icmplt = 161 (0xa1)   if_icmpge = 162 (0xa2)   if_icmpgt = 163 (0xa3)   if_icmple = 164 (0xa4)   if_acmpeq = 165 (0xa5)   if_acmpne = 166 (0xa6)   goto = 167 (0xa7)   jsr = 168 (0xa8)   ret = 169 (0xa9)   tableswitch = 170 (0xaa)   lookupswitch = 171 (0xab)   ireturn = 172 (0xac)   lreturn = 173 (0xad)   freturn = 174 (0xae)   dreturn = 175 (0xaf)   areturn = 176 (0xb0)   return = 177 (0xb1)   getstatic = 178 (0xb2)   putstatic = 179 (0xb3)   getfield = 180 (0xb4)   putfield = 181 (0xb5)   invokevirtual = 182 (0xb6)   invokespecial = 183 (0xb7)   invokestatic = 184 (0xb8)   invokeinterface = 185 (0xb9)   invokedynamic = 186 (0xba)   new = 187 (0xbb)   newarray = 188 (0xbc)   anewarray = 189 (0xbd)   arraylength = 190 (0xbe)   athrow = 191 (0xbf)   checkcast = 192 (0xc0)   instanceof = 193 (0xc1)   monitorenter = 194 (0xc2)   monitorexit = 195 (0xc3)   wide = 196 (0xc4)   multianewarray = 197 (0xc5)   ifnull = 198 (0xc6)   ifnonnull = 199 (0xc7)   goto_w = 200 (0xc8)   jsr_w = 201 (0xc9) 
SpringFramework,WITHOUT_CLASSIFICATION,//  Convert the merged properties if necessary. 
SpringFramework,WITHOUT_CLASSIFICATION,// Added a brief snooze here - seems to fix occasional  java.net.BindException: Address already in use errors 
SpringFramework,WITHOUT_CLASSIFICATION,//  request attribute 
SpringFramework,WITHOUT_CLASSIFICATION,//  -----------------------------------------------------------------------------------------------   Constructor and accessors   ----------------------------------------------------------------------------------------------- 
SpringFramework,WITHOUT_CLASSIFICATION,//  SPR-14577 
SpringFramework,WITHOUT_CLASSIFICATION,//  SPR-16972 
SpringFramework,WITHOUT_CLASSIFICATION,//  We need this resolver separate from ServerWebExchangeArgumentResolver which   implements SyncHandlerMethodArgumentResolver. 
SpringFramework,WITHOUT_CLASSIFICATION,//  relative to the persistence unit root according to the JPA spec 
SpringFramework,WITHOUT_CLASSIFICATION,//  The provider may support on-demand cache creation... 
SpringFramework,WITHOUT_CLASSIFICATION,//  No header value sent at all 
SpringFramework,WITHOUT_CLASSIFICATION,//  HttpServletRequest exposes some headers as properties:   we should include those if not already present 
SpringFramework,WITHOUT_CLASSIFICATION,//  Try custom editor... 
SpringFramework,WITHOUT_CLASSIFICATION,//  Avoid cancelHeartbeat() and responseLock within server "close" callback 
SpringFramework,WITHOUT_CLASSIFICATION,//  Store result in a local variable in order to appease the   Eclipse compiler with regard to inferred generics. 
SpringFramework,WITHOUT_CLASSIFICATION,//  Check it affects JNDI 
SpringFramework,WITHOUT_CLASSIFICATION,//  Fallback for ClassLoaders without parent/child relationship: 
SpringFramework,WITHOUT_CLASSIFICATION,//  Primarily ".xml" files but for any other extension as well 
SpringFramework,WITHOUT_CLASSIFICATION,// ds.setDriverClassName("foobar"); 
SpringFramework,WITHOUT_CLASSIFICATION,//  two events: ContextRefreshedEvent and TestEvent 
SpringFramework,WITHOUT_CLASSIFICATION,//  Baseline: 
SpringFramework,WITHOUT_CLASSIFICATION,//  This will cause creation of default SQL translator. 
SpringFramework,WITHOUT_CLASSIFICATION,//  An invalid scoped proxy arrangement - let's ignore it. 
SpringFramework,WITHOUT_CLASSIFICATION,//  Use bind error processor to create FieldError. 
SpringFramework,WITHOUT_CLASSIFICATION,//  Otherwise expose null/empty value and associated BindingResult 
SpringFramework,WITHOUT_CLASSIFICATION,//  ServerEndpointConfig.Configurator implementation 
SpringFramework,WITHOUT_CLASSIFICATION,//  We have exactly one match. 
SpringFramework,WITHOUT_CLASSIFICATION,//  Do not initialize FactoryBeans here: We need to leave all regular beans   uninitialized to let the bean factory post-processors apply to them!   Separate between BeanDefinitionRegistryPostProcessors that implement   PriorityOrdered Ordered and the rest. 
SpringFramework,WITHOUT_CLASSIFICATION,//  Nevertheless call commit in order to reset the transaction timeout (if any). 
SpringFramework,WITHOUT_CLASSIFICATION,//  No value 
SpringFramework,WITHOUT_CLASSIFICATION,//  Protected template methods 
SpringFramework,WITHOUT_CLASSIFICATION,//  set new locale 
SpringFramework,WITHOUT_CLASSIFICATION,//  SPR-16844 
SpringFramework,WITHOUT_CLASSIFICATION,//  Unmarshalling 
SpringFramework,WITHOUT_CLASSIFICATION,//  do not flush the underlying response as the content as not been copied to it yet 
SpringFramework,WITHOUT_CLASSIFICATION,//  Name property value is overridden 
SpringFramework,WITHOUT_CLASSIFICATION,//  Now we have properties process each one individually. 
SpringFramework,WITHOUT_CLASSIFICATION,//  SPR-17076 
SpringFramework,WITHOUT_CLASSIFICATION,//  Errors instance even if no errors.
SpringFramework,WITHOUT_CLASSIFICATION,//  Quick check for existing entry on ConcurrentHashMap... 
SpringFramework,WITHOUT_CLASSIFICATION,//  request.setRequestURI("http://localhost:7070/example/bingo.html"); 
SpringFramework,WITHOUT_CLASSIFICATION,// 		SpelExpression expr = parser.parseExpression("(hasRole('SUPERVISOR') or (#a <  1.042)) and hasIpAddress('10.10.0.0/16')"); 
SpringFramework,WITHOUT_CLASSIFICATION,//  Invoke method on target Connection. 
SpringFramework,WITHOUT_CLASSIFICATION,//  Add its successors to the list of blocks to process. Note that {@link #pushSuccessors} does   not push basic blocks which are already in a list. Here this means either in the list of   blocks to process or in the list of already processed blocks. This second list is 
SpringFramework,WITHOUT_CLASSIFICATION,//  Specific exception counter. Example: java.lang.RuntimeException 
SpringFramework,WITHOUT_CLASSIFICATION,//  SPR-16710 
SpringFramework,WITHOUT_CLASSIFICATION,//  Division 
SpringFramework,WITHOUT_CLASSIFICATION,//  root 
SpringFramework,WITHOUT_CLASSIFICATION,//  Clear cached merged bean definitions since the post-processors might have 
SpringFramework,WITHOUT_CLASSIFICATION,//  for os x / linux 
SpringFramework,WITHOUT_CLASSIFICATION,//  Proceed to the joinpoint through the interceptor chain. 
SpringFramework,WITHOUT_CLASSIFICATION,//  literals 
SpringFramework,WITHOUT_CLASSIFICATION,//  set JPA version (1.0 or 2.0) 
SpringFramework,WITHOUT_CLASSIFICATION,//  VARIABLE 
SpringFramework,WITHOUT_CLASSIFICATION,//  target invocation exception 
SpringFramework,WITHOUT_CLASSIFICATION,//  should fail with bogus rollback rule 
SpringFramework,WITHOUT_CLASSIFICATION,//  Intentionally not static 
SpringFramework,WITHOUT_CLASSIFICATION,//  Tag values for the constant pool entries (using the same order as in the JVMS). 
SpringFramework,WITHOUT_CLASSIFICATION,//  REAL_LITERAL :   ('.' (DECIMAL_DIGIT)+ (EXPONENT_PART)? (REAL_TYPE_SUFFIX)?) |   ((DECIMAL_DIGIT)+ '.' (DECIMAL_DIGIT)+ (EXPONENT_PART)? (REAL_TYPE_SUFFIX)?) |   ((DECIMAL_DIGIT)+ (EXPONENT_PART) (REAL_TYPE_SUFFIX)?) |   ((DECIMAL_DIGIT)+ (REAL_TYPE_SUFFIX));   fragment INTEGER_TYPE_SUFFIX : ( 'L' | 'l' );   fragment HEX_DIGIT :   '0'|'1'|'2'|'3'|'4'|'5'|'6'|'7'|'8'|'9'|'A'|'B'|'C'|'D'|'E'|'F'|'a'|'b'|'c'|'d'|'e'|'f';     fragment EXPONENT_PART : 'e' (SIGN)* (DECIMAL_DIGIT)+ | 'E' (SIGN)*   (DECIMAL_DIGIT)+ ;   fragment SIGN : '+' | '-' ;   fragment REAL_TYPE_SUFFIX : 'F' | 'f' | 'D' | 'd';   INTEGER_LITERAL   : (DECIMAL_DIGIT)+ (INTEGER_TYPE_SUFFIX)?; 
SpringFramework,WITHOUT_CLASSIFICATION,//  Second request: session expires 
SpringFramework,WITHOUT_CLASSIFICATION,//  There must be an async result before dispatching 
SpringFramework,WITHOUT_CLASSIFICATION,//  Normal path element found. 
SpringFramework,WITHOUT_CLASSIFICATION,//  -1 if not known; should be known in all reasonable cases 
SpringFramework,WITHOUT_CLASSIFICATION,//  Nested types 
SpringFramework,WITHOUT_CLASSIFICATION,//  Unknown Number subtype -> best guess is double increment 
SpringFramework,WITHOUT_CLASSIFICATION,//  This one's for the tx (shared) 
SpringFramework,WITHOUT_CLASSIFICATION,//  https://github.com/rsocket/rsocket-java/issues/613 
SpringFramework,WITHOUT_CLASSIFICATION,/*  test methods in superclass  */
SpringFramework,WITHOUT_CLASSIFICATION,//  bean exists 
SpringFramework,WITHOUT_CLASSIFICATION,//  convertedValue == null 
SpringFramework,WITHOUT_CLASSIFICATION,//  @since 4.0.3 
SpringFramework,WITHOUT_CLASSIFICATION,//  ... and set through setter 
SpringFramework,WITHOUT_CLASSIFICATION,//  second invocation for bf2 -- should throw 
SpringFramework,WITHOUT_CLASSIFICATION,//  Candidate class is an ImportBeanDefinitionRegistrar ->   delegate to it to register additional bean definitions 
SpringFramework,WITHOUT_CLASSIFICATION,//  Read the max_stack max_locals and code_length fields. 
SpringFramework,WITHOUT_CLASSIFICATION,//  SPR-7779 
SpringFramework,WITHOUT_CLASSIFICATION,//  gh-22952 
SpringFramework,WITHOUT_CLASSIFICATION,//  look up by type and default name 
SpringFramework,WITHOUT_CLASSIFICATION,//  Could apply dynamically to getAge/setAge but not to getName 
SpringFramework,WITHOUT_CLASSIFICATION,//  Should return the age before the third AOP-induced birthday 
SpringFramework,WITHOUT_CLASSIFICATION,//  Annotation Class not resolvable 
SpringFramework,WITHOUT_CLASSIFICATION,//  Compute the stack size ignoring TOP types that are just after a LONG or a DOUBLE. 
SpringFramework,WITHOUT_CLASSIFICATION,//  short 
SpringFramework,WITHOUT_CLASSIFICATION,//  Only check bean definition if it is complete. 
SpringFramework,WITHOUT_CLASSIFICATION,//  Check the set of scanned definitions for any further config classes and parse recursively if needed 
SpringFramework,WITHOUT_CLASSIFICATION,//  SPR-16715 
SpringFramework,WITHOUT_CLASSIFICATION,//  When the input is a map we push a special context object on the stack   before calling the specified operation. This special context object   has two fields 'key' and 'value' that refer to the map entries key   and value and they can be referenced in the operation   eg. {'a':'y''b':'n'}.![value=='y'?key:null]" == ['a' null] 
SpringFramework,WITHOUT_CLASSIFICATION,//  Remove Level 2   Should also remove Levels 3-A and 3-B leaving only Level 1 as a context in the   cache but also removing the Level 1 hierarchy since all children have been 
SpringFramework,WITHOUT_CLASSIFICATION,//  Remove duplicate methods (possible due to resolved bridge methods) 
SpringFramework,WITHOUT_CLASSIFICATION,/* 	 * NOTE: We could avoid the code duplication between this class and the CGLIB	 * proxies by refactoring "invoke" into a template method. However this approach	 * adds at least 10% performance overhead versus a copy-paste solution so we sacrifice	 * elegance for performance. (We have a good test suite to ensure that the different	 * proxies behave the same :-)	 * This way we can also more easily take advantage of minor optimizations in each class.	  */
SpringFramework,WITHOUT_CLASSIFICATION,//  gh-22959 
SpringFramework,WITHOUT_CLASSIFICATION,//  A competing write might have completed very quickly 
SpringFramework,WITHOUT_CLASSIFICATION,//  First child gives us the array type which will either be a primitive or reference type 
SpringFramework,WITHOUT_CLASSIFICATION,//  Is the test class annotated with @TestConstructor?
SpringFramework,WITHOUT_CLASSIFICATION,//  SPR-9420 
SpringFramework,WITHOUT_CLASSIFICATION,//  fetch async result similar to "asyncDispatch" builder 
SpringFramework,WITHOUT_CLASSIFICATION,//  second commit attempt 
SpringFramework,WITHOUT_CLASSIFICATION,//  the scope proxy has kicked in 
SpringFramework,WITHOUT_CLASSIFICATION,//  header not present 
SpringFramework,WITHOUT_CLASSIFICATION,//  Reset HTTP 1.0 Pragma header if present 
SpringFramework,WITHOUT_CLASSIFICATION,//  Must generate CGLIB subclass. 
SpringFramework,WITHOUT_CLASSIFICATION,// Add no interceptors 
SpringFramework,WITHOUT_CLASSIFICATION,//  'test string' 
SpringFramework,WITHOUT_CLASSIFICATION,//  won't actually do anything since we're not processing through an app ctx 
SpringFramework,WITHOUT_CLASSIFICATION,//  target type is declared as raw enum treat the trimmed value as <enum.fqn>.FIELD_NAME 
SpringFramework,WITHOUT_CLASSIFICATION,//  SPR-6923 
SpringFramework,WITHOUT_CLASSIFICATION,//  Take a slow path if observing unexpected argument types 
SpringFramework,WITHOUT_CLASSIFICATION,//  The return value is the new value not the original value 
SpringFramework,WITHOUT_CLASSIFICATION,//  Skip the argument types one at a each loop iteration. 
SpringFramework,WITHOUT_CLASSIFICATION,//  SPR-15291 
SpringFramework,WITHOUT_CLASSIFICATION,//  Check if this is the alternative (textual) representation of an operator (see   alternativeOperatorNames) 
SpringFramework,WITHOUT_CLASSIFICATION,//  Just test anything: it will fail if context wasn't found 
SpringFramework,WITHOUT_CLASSIFICATION,//  Interesting hierarchical factory to test counts.   Slow to read so we cache it. 
SpringFramework,WITHOUT_CLASSIFICATION,//  config file doesn't matter - just a placeholder 
